SKU,NAME,sell_price,division_id
GEC009,Gecchele Embelsire Torta Del Fornaio me ,3.23,10
GEC010,Gecchele Tiramisu 8/300g                ,1.945,10
GEC011,Gecchele Plumcake Goccioloso 9/300g     ,2.681,10
GEC012,Gecchele Kek Rodon me çoko vanille 6/400,3.19,10
GEC013,Gecchele Ciambella me Lemon 6/400g      ,3.19,10
GEC014,Gecchele Embelsire Treccia me krem dhe R,3.19,10
GEC015,Gecchele Kek Opla Straçatella 8/300g    ,2.468,10
GEC016,Gecchele Kek Rodon Margherita 6/400g    ,3.19,10
GEC017,Gecchele Kek Quadrone Variegato 6/400g  ,3.09,10
GEC018,Gecchele Opla Tiramisu 8/300g           ,2.468,10
GEC019,Gecchele Plumcake me Jogurt dhe Mjalte 8,2.671,10
GIN001,Napolitankë të mbështjella me çokollatë ,0.522,10
GIN002,Winter Magenbrot 600gr Gingerbread/P12  ,1.27,10
GIN003,Winter Prefer 2 Types 600gr Gingerbread/,1.27,10
GIN004,Biskota Gingerbread e mbushur me shije d,1.03,10
GIN005,Biskota Gingerbread e mbushur me shije k,1.03,10
GIN006,Biskota Kinkartz Gingerbread e mbushur m,0.84,10
GIN007,Biskota Kinkartz Gingerbread me çokollat,0.9,10
GIN008,Biskota Gingerbread me çokollatë qumësht,0.97,10
GIN009,Biskota Gingerbread  me çokollatë të zez,0.97,10
GIN010,"Biskota Gingerbread mix me  çokollatë , ",1.52,10
GIN011,Biskota Gingerbread mix me  çokollatë qu,1.52,10
GIN012,"Biskota mix Exquist,  LAMBERTZ , 200g/P1",1.45,10
GIN013,"Biskota Gingerbread të akullta, LAMBERTZ",0.59,10
GIN014,Biskota me çokollatë WEISS 500g/P11     ,1.32,10
GOR001,"Biskota Tandem, GORDI, 600g/P8          ",3.33,10
GOR002,"Biskota me Marmelatë, GORDI, 600g/P8    ",2.39,10
GOR003,"Biskota me Vanille , GORDI, 350g/P8     ",1.46,10
GOR004,"Biskota Sussuro , GORDI, 350g/P8        ",1.94,10
GOR005,"Biskota Sussuro Çokollatë, GORDI, 350g/P",2.08,10
GOR006,"Kek me Fruta, GORDI, 400g/P8            ",2.1,10
GOR007,"Kek me Kakao, GORDI, 400g/P8            ",2.1,10
GOR008,Kek me shije Portokalli dhe copëza të Ço,1.19,10
GOR009,"Biskota të çajit, GORDI,700g/P8         ",1.55,10
GOR010,"Biskota dhuratë me shije Vanille, GORDI,",1,10
GOR011,"Biskota dhuratë EMA, GORDI, 1kg/P6      ",4.92,10
GOR012,"Biskota dhuratë DAR, GORDI, 1kg/P6      ",4.92,10
GRIS001,Grissini -Shkopinje buke me Kripe 12/125,1.12,10
GRIS002,Grissini -Shkopinje buke me Rozmarine 12,1.12,10
GRIS003,Grissini -Shkopinje buke me Pizza 12/125,1.12,10
GRIS004,Grissini -Shkopinje buke me Susam 12/125,1.12,10
JAF001,Tops Jaffa Keks 125gr/P24               ,0.488,10
JAF002,Biskote Tops me cokollade 120g P24      ,0.488,10
JAF003,Monte Petit Biscuit 400g/P10            ,0.534,10
JAF004,Monte Petit Biscuit 700g/P6             ,0.985,10
JAF005,Biskota bluara Tops duo (2x250g)500g/P12,0.934,10
JAF006,Biskota te bluara Tops 300g/P20         ,0.581,10
JAM001,Jamnica Uje Mineral 6/1.5L              ,0.55,10
JAM002,Jamnica Uje Mineral 12/0.5L             ,0.405,10
JAM003,Jana Uje Natyral 6/1.5L                 ,0.55,10
JAM004,Jana Uje Natyral 12/0.5L                ,0.405,10
JAM005,Jana Uje Natyral sport 0.5L/P6          ,0.405,10
JAM006,Jana Uje Natyral 0.25l J.Sport cars/P6  ,0.249,10
JAM007,Jana Lemon Lime 6/1.5L                  ,0.82,10
JAM008,Jana Limon-Limeta 0.5l (2x3) Sport/P.6  ,0.453,10
JAM009,Jana Blueberry Cranberry  6/1.5L        ,0.82,10
JAM010,Jana Borovnice-Brusnica 0.5l (2x3) Jo ak,0.401,10
JAM011,Jana Blueberry Cranberry  0.5L/P6       ,0.52,10
JAM017,Juicy Fruits Portokall & Nektarina 6/1.5,0.9898,10
JAM018,Juicy Fruits Portokall & Nektarina 12/0.,0.49,10
JAM019,Juicy Fruits Multivitamin 6/1.5L        ,0.9898,10
JAM020,Juicy Fruits Multivitamin 12/0.5L       ,0.49,10
JAM021,Juicy Molle 50% 6/1L                    ,1.09,10
JAM022,Juicy Dredhze Molle Nectar 1.0L 26%     ,1.52,10
JAM023,Juicy Vishnje & Molle 6/1L              ,2.15,10
JAM024,Jamnica Qaj i Ftohte Pjeshke 1.5l  Pako/,0.885,10
JAM025,Jamnica Qaj i Ftohte Pjeshke 0.5l Sport ,0.484,10
JAM026,JAM026                                  ,0.885,10
JAM028,"Juicy Kajsi, pjeshke & molle 6/1L       ",1.22,10
JAM029,Juicy Portokall 100% 6/1L               ,2.45,10
JAM030,Juicy Multivitamin 6/1L                 ,1.09,10
JAM031,Juicy Ribizell e zeze & Nektarina 6/1L  ,1.39,10
JAM032,Juicy Ananas 100% 6/1L                  ,2.49,10
JAM033,Juicy Portokall & Nektarina 6/1L        ,1.61,10
JAM034,Jana Uje Natyral (qelq) 24/0.33L        ,0.49,10
JAM035,Jana Uje Natyral (qelq) 12/0.75L        ,0.79,10
JAM036,Jana Lemon Lime 6/0.5L                  ,0.52,10
JAM037,Juicy Brusnica-Aronija Nectar 1L 30%/P6 ,1.776,10
JAM039,JAM039                                  ,0.484,10
JAM040,Juicy Molle & Nektarina 12/0.195L       ,0.69,10
JAM041,"Juicy Vishnje, Molle 12/0.195L          ",0.69,10
JAM042,"Juicy Pjeshke, Kajsi, Molle 12/0.195L   ",0.69,10
JAM043,Juicy Dredhez 100% 12/0.195L            ,0.69,10
JAM044,Juicy Portokall 100% 12/0.195L          ,0.69,10
JAM045,Juicy Ribizell e zeze 12/0.195L         ,0.69,10
JAM046,Jamnica Uje Mineral (qelq) 12/0.75L     ,0.89,10
JAM047,Jamnica Uje Mineral (qelq) 24/0.25L     ,0.398,10
JAM051,Jana Uje Natyral 5L/ Pako 2             ,1.858,10
JAM052,JAM052                                  ,0.484,10
JAM053,JAM053                                  ,0.885,10
JAM054,Jamnica Qaj i ftohte Pjeshke 0.2LQelq/ P,0.495,10
JAM055,Jamnica Qaj i ftohte Sh.Voqe-Brusnica 0.,0.495,10
JAM056,"Juicy Portokall dhe Nektarina, JUICY, 0.",0.4,10
JAM057,Juicy Fruits Limonade 6/1.5L            ,0.9898,10
JAM058,Juicy Fruits Limonade 12/0.5L           ,0.49,10
JAM060,Juicy Frutis ACE Limunada 0.25L Sport/P6,0.434,10
JAM061,Jana Uje Natyral sport 6/1L             ,0.52,10
JAM062,Jana Uje Natyral 6/1L                   ,0.52,10
JAM065,Jana Uje Natyral 1l  5+1gratis /Pako 1  ,1.896,10
JAM066,Juicy Fruits Ace Portokall i Kuq 1.5l/P6,0.919,10
JAM067,Juicy Fruits Ace Portokall i kuq 0.5l/12,0.444,10
JAM068,Jana Uje Natyral medo 6/1L              ,0.58,10
JAM069,Jana uje Natyral 0.5l sport Frozen/6    ,0.2975,10
JAM070,Jana Uje Natyral 0.25l SF/P6 jo aktiv   ,0.274,10
JAM071,Jana  Uje                               ,0.279,10
JAM072,Juicy Fruits ACE Mollë 1.5l 6%/P6       ,0.844,10
JAM073,Juicy Fruits ACE Mollë 0.5l  6% /P12    ,0.413,10
JAM074,Juicy Mollë 100% 6/1L                   ,1.32,10
JAM075,Juicy Kajsi  Nektar 1L karton 40%/P6    ,1.411,10
JAM076,Juicy Nar Aronija-sum.boronic 1L 12%/P6 ,1.373,10
JAM077,Jana Limun Limeta 0.33l qelq/P24        ,0.474,10
JAM078,Jana Ice Tea fruta mali 6/1.5L          ,1.05,10
JAM079,Jana Ice Tea fruta mali 6/0.5L          ,0.59,10
JAM080,Jana Ice Tea pjeshke 6/0.5L             ,0.59,10
JAM081,Jana Ice Tea lemon 6/1.5L               ,1.05,10
JAM082,Jana Ice Tea lemon 6/0.5L               ,0.59,10
JAM083,Jana Ice Tea pjeshke 6/1.5L             ,1.05,10
JAM084,Jana Ice Tea fruta mal-brusnic 0.2l/24  ,0.495,10
JAM085,Jana Uje Natyral 1.5l 5+1gratis/P1      ,2.58,10
JAM086,Jana Ice Tea fruta mali-brus.1.5L 5+1/P1,4.423,10
JAM087,Jana Ice Tea pjeshke 0.2l qelq/P24      ,0.495,10
JAM088,Jana Ice Tea pjeshke  1.5L 5+1gratis/P1 ,4.423,10
JAM090,Jana Ice Tea fruta mal-brusnic 0.25l /24,0.42,10
JAM091,Jana Ice Tea pjeshke 0.25L/24           ,0.42,10
JAM092,Jana Ice Tea portokall mjaltë 1.5l/P6   ,0.99,10
JAM093,Jana Ice Tea vishnje roibos1.5l/P6      ,0.99,10
JAM094,Jana Mint Lime 6/1.5L                   ,0.758,10
JAM095,Jana Menta Limeta 0.5l sport/P6         ,0.453,10
JAM096,Juicy portokall 100% 4+2 gratis/P1      ,4.626,10
JAM097,Juicy ananas 100% 4+2 gratis/P1         ,5.575,10
JAM098,Jamnica PRO SPORT Orange 6/0.75L        ,1.15,10
JAM099,Jamnica PRO SPORT Lemon 6/0.75L         ,1.15,10
JAM100,Jamnica Sensation limeta-kiwano 1.5l/P6 ,0.761,10
JAM101,Jamnica Sensation limeta-kiwano 0.5l/P12,0.436,10
JAM102,Jamnica Sensation naranca-grejp 1.5l/P6 ,0.761,10
JAM103,Jamnica Sensation naranca-grejp 0.5l/P12,0.436,10
JAM104,Jamnica Sensation malina-marula 1.5l/P6 ,0.761,10
JAM105,Jamnica Sensation malina-marula 0.5l/P12,0.436,10
JAM107,Jana Menta-Limeta 0.5l/P6               ,0.453,10
JAM108,Jana Vitamin 0.5l Activity Mollë&Malina/,0.523,10
JAM109,Jana Vitamin Lemon 6/0.5L               ,0.6,10
JAM110,Juicy Fruits Portokall 6/1.5L           ,0.9898,10
JAM111,Juicy Fruits Molle e gjelber 6/1.5L     ,0.89,10
JAM112,Juicy TO Molle nektar 1L 50% 1./P12     ,0.802,10
JAM113,Juicy Fruits Portokall Nekt.1.5 4+2grati,3.378,10
JAM114,Juicy Fruits ACE Multivitamin 1.5l 4+2gr,3.56,10
JAM115,Juicy Fruits ACE Limonade 1.5L 4+2 grati,3.378,10
JAM117,Juicy Fruits Portokall 1.5L 4+2gratis/P1,3.38,10
JAM118,Juicy Fruits Green Apple 1.5L 4+2gratis/,3.378,10
JAM119,Juicy TO Nektar Portokalli 1.0/P12      ,0.903,10
JAM120,"Juicy TO Pjeshke, mollë, nektar portokal",0.893,10
JAM121,Jana uje natyral 0.25l cars/P6          ,0.249,10
JAM123,Juicy Fruits Sheqë& Mollë 12% 0.5L/P12  ,0.413,10
JAM124,TO Nektar Portokall 1L + TO Molle nektar,1.807,10
JAM125,"TO Pjeshke, mollë, nektar portokall 1L +",1.786,10
JAM126,Jana Vitamin Lemon 6/1.5L               ,0.975,10
JAM127,Jana vitamin activity mollë malina 1.5L/,0.857,10
JAM128,Juicy Portokall nektar 50% 0.5L/P12     ,0.676,10
JAM129,Juicy Mollë nektar 50% 12/0.5L          ,0.6,10
JAM130,Juicy Multivitamin 50% 12/0.5L          ,0.66,10
JAM131,Juicy Kids mollë 100% 0.2L/P24          ,0.257,10
JAM132,Juicy Kids gusti 100% 0.2L/P24          ,0.257,10
JAM133,Juicy Kids multivitamin 100% 0.2L/P24   ,0.257,10
JAM134,TO portokall nektar 0.2L/P24            ,0.259,10
JAM135,TO molle nektar 0.2L/P24                ,0.259,10
JAM136,TO choco banana 0.2L/P24                ,0.244,10
JAM137,C portokall 0.2L/P24                    ,0.244,10
JAM138,Jana Ice tea Menta Limeta 1.5L/P6       ,0.885,10
JAM139,Juicy Super fruta mali 100% 6/1L        ,2.05,10
JAM140,Jana Uje Natyral kids 6/0.33L           ,0.38,10
JAM141,Jana Vitamin Mint Lime 6/0.5L           ,0.6,10
JAM142,Jana Vitamin Mint Lime 6/1.5L           ,0.975,10
JAM143,Jana Vitamin Orange 6/1.5L              ,0.975,10
JAM144,Jana Vitamin Orange 6/0.5L              ,0.6,10
JAM145,Jana Vitamin lemon (qelq) 24/0.33L      ,0.7,10
JAM146,Jana Vitamin orange (qelq) 24/0.33L     ,0.6,10
JAM147,Juicy Fruits Portokall 12/0.5L          ,0.49,10
JAM148,Juicy Fruits Molle e gjelber 12/0.5L    ,0.425,10
JAM149,Juicy Ananas & nektarina 6/1L           ,1.79,10
JAM150,Jana Ice Tea pjeshke (qelq) 24/0.33L    ,0.7,10
JAM151,Jana Ice Tea fruta mali (qelq) 24/0.33L ,0.7,10
JAM152,Juicy Fruits Portokall i kuq 6/1.5L     ,0.9898,10
JAM153,Jana Vitamin Blackcurrant 6/1.5L        ,0.975,10
JAM154,Jana Vitamin Blackcurrant 6/0.5L        ,0.6,10
JAM155,Jamnica PRO SPORT Super fruits 6/0.75L  ,1.15,10
JAM156,Jana Ice Tea hibiskus & mjeder 6/1.5L   ,1.05,10
JAM157,Jana Ice Tea hibiskus & mjeder 6/0.5L   ,0.59,10
JAM158,Jamnica Botanica Limon-Mentë 1L/P6      ,1.03,10
JAM159,Jamnica Botanica Limon-Mentë 0.5L/P12   ,0.63,10
JAM160,Jamnica Botanica Portokall 1L/P6        ,1.03,10
JAM161,Jamnica Botanica Portokall  0.5L/P12    ,0.63,10
JAM162,Barts Seltzer Limon lime  0.275 L/P12   ,1.18,10
JAM163,Barts Seltzer Brusnicë  0.275 L/P12     ,1.18,10
JAM164,Jana Ice Tea Lemon Zero 6/1.5L          ,1.05,10
JAM165,Jana Ice Tea Lemon Zero 6/0.5L          ,0.59,10
JAM166,Jana Ujë Natyral Baby PET 1.0/P6        ,0.515,10
JAM167,Juicy Fruits Vishnje 6/1.5L             ,0.9898,10
JAM168,"JuicyKajsi, molle, pjeshke 100% 6/1L    ",1.55,10
JAM169,Juicy Multivitamin 100% 6/1L            ,1.73,10
JAM170,Jana vitamin + Kafeine 6/0.5L           ,0.57,10
JAM171,"Juicy Dredhez, molle & rrush 100% 6/1L  ",1.85,10
JAM172,Jamnica Uje Mineral (qelq) 24/0.25L     ,0.398,10
JAM173,Jamnica Uje Mineral (qelq) 12/1L        ,0.725,10
JAM174,Jamnica PROGAME cherry 12/0.5L          ,0.75,10
JAM175,Jamnica PROGAME mango & apricot 12/0.5L ,0.75,10
JAM177,Jana TOCO Multivitamin 6/1.5L           ,1.09,10
JAM178,"Jana TOCO Portokall, rrepe & avokado 6/1",1.09,10
JAM179,"Jana TOCO Portokall, karrote & nektarine",1.09,10
JAM180,Jana TOCO Multivitamin 6/0.5L           ,0.62,10
JAM181,"Jana TOCO Portokall, rrepe & avokado 6/0",0.62,10
JAM182,"Jana TOCO Portokall, karrote & nektarine",0.62,10
JAM183,Jana Uje Natyral sport 6/0.75L          ,0.49,10
JAM184,Jana Vitamin + Collagen 6/0.5L          ,0.6,10
JAM185,Jana Ice Tea lemon (qelq) 0.33L/P24     ,0.7,10
JAM186,Jana Ice Tea Pjeshke Zero 0.5 L/P6      ,0.59,10
JAM187,Jana Ice Tea Lemon Zero 1.5 L/P6        ,1.05,10
KAL001,Bonbone Kalfany përzierje frutash 150g/P,1.249,10
KAL002,Bonbone Kalfany fruta mali 150g/P10     ,1.249,10
KAL003,Bonbone Kalfany Citrus 150g/P10         ,1.249,10
KAL004,Bonbone Kalfany vishnje 150g/P10        ,1.249,10
KAL005,Bonbone Kalfany freskues 150g/P10       ,1.249,10
KAL006,Bonbone Pulmoll mentol pa sheqer 45g/P10,1.043,10
KAL007,Bonbone Pulmoll lemon pa sheqer 45g/P10 ,1.043,10
KAL008,Bonbone Pulmoll vishnje pa sheqer 45g/P1,1.043,10
KAL009,Bonbone Pulmoll ribizel pa sheqer 45g/10,1.043,10
KAL010,Bonbone orange pa sheqer 45g/P10 Pulmoll,1.043,10
KAL011,Bombona Kalfany green apple 150g/P10    ,1.249,10
KAL012,Bonbone Kalfany Herb 150g/P10           ,1.249,10
KAL013,Bombone Kalfany Cola 150g/P10           ,1.249,10
KAL014,Bombone Kalfany Coffe 150g/P10          ,1.249,10
KAL015,Kalfany Rapito Ultra Strong 150g/P10    ,1.249,10
KAL016,Bombona Kalfany Crazy Drops Dredhez 50g/,1.04,10
KAL017,Bombone Kalfany Red Berry Drops 50g/P10 ,1.04,10
KAL018,Bombona Kalfany Winter Drops Molle 150g/,1.25,10
KAN001,Bombona Qershie 100g Kandit/P30         ,0.426,10
KAN002,Bombona te perzier 400g/Pako 12 Kandit  ,1.361,10
KAN003,Fresh Mint Bombona 100g/Pako 30 Kandit  ,0.415,10
KAN004,Kandit Bonbone Mentol i Gjelber 42/100g ,0.59,10
KAN005,Karamela te Perzier 400g /Pako12 Kandit ,1.808,10
KAN006,Karamela Classic Amela 100g/Pako30 Kandi,0.521,10
KAN007,Karamela fruti Amela 100gr/Pako 30 Kandi,0.468,10
KAN008,Karamela Fruti Amela 350g /Pako12 Kandit,1.574,10
KAN009,Choko Banane 3(40x20g)/Pako 120         ,0.099,10
KAN010,Qokolada Dado 100g /Pako 24 Kandit      ,0.562,10
KAN011,Goga Qokollade 100g /Pako 24 Kandit     ,0.562,10
KAN012,Praline Kek 500g/Pako 6 Kandit          ,2.159,10
KAN013,Choko Banane 300g Kandit /Pako15        ,1.691,10
KAN014,Kandit Rum Pllakez 96/3(32x45g)         ,0.39,10
KAN015,Kandi Extra 3(32x30g)/ Pako 96 Kandit   ,0.202,10
KAN016,Kandi Lajthi 3(32x40g) /Pako 96 Kandit  ,0.202,10
KAN017,Kandi Kokos 3(40x40g) /Pako 120 Kandit  ,0.202,10
KAN018,Qokolada me Lajthi 200g /Pako 12 Kandit ,1.415,10
KAN019,Qokollada me  Lajthi 100g /Pako 24 Kandi,0.702,10
KAN020,Extra Fruti Qokollada 500g/ Pako8 Kandit,3.977,10
KAN021,Extra Fruti Qokollada 200gKandit/Pako12 ,1.415,10
KAN022,Extra Fruti Qokollada 100g /Pako 24 Kand,0.702,10
KAN023,Riki Qokollada me oriz 4(39x30g)/Pako156,0.234,10
KAN024,Qokollada me Lajthi 500g/Pako 8 Kandit  ,4.063,10
KAN025,Riki Qokollada me oriz 100g/P16 Kandit  ,0.77,10
KAN026,Kandit Riki Çokollate me Oriz 10/200g   ,2.69,10
KAN027,Kandit Riki Çokollate me Oriz 8/300g    ,3.85,10
KAN028,Qokollade me qumeshte 75g /Pako 28 Kandi,0.468,10
KAN029,Kandit Confettino Drazhe 36/(36x30g)    ,0.59,10
KAN030,Qokollade Pllakez Idila Kakao100g/Pako24,0.503,10
KAN031,Qok.Pllakez Idila Kakao 2(45x50g)/P90   ,0.255,10
KAN032,Jelly Kandit  500g /Pako 6   Kandit     ,2.105,10
KAN033,Kandi Jelly  200g /Pako 16 Kandit       ,0.819,10
KAN034,Kandit Rum Pllakez (20% GRATIS) 32/54g  ,0.39,10
KAN035,Jelly Praline vish 200g /Pako 16 Kandit ,0.819,10
KAN036,Choko Jelly 200g /Pako 16 Kandit        ,0.787,10
KAN037,Kandit Kakao Pluhur 12/100g             ,2.25,10
KAN038,Kandit Çokollate Pluhur 12/100g         ,2.25,10
KAN039,Kandit Bonbone Mentol Cool 42/100g      ,0.59,10
KAN040,Karamela Clas. Lajthi Amela 350g/P12    ,1.776,10
KAN041,Praline Choco 200g Kandit/Pako 16       ,0.831,10
KAN042,Qokollate e Zeze per zierje 200g/Pako 14,1.202,10
KAN043,Kandit Çokollate e zeze zierje 24/100g  ,1.64,10
KAN044,Bombonjere For You 120g Kandit /Pako 12 ,2.819,10
KAN045,Qok. e zeze per zierje 20% gr.200g/P14  ,1.202,10
KAN046,Qok.e zeze per zierje 300g(100g gr)/P17 ,1.202,10
KAN047,Kandi Extra 36g Maxi Pack/Pako 32       ,0.234,10
KAN048,Bombona Mentol gjelbërt 120g Kandit/P36 ,0.373,10
KAN049,Rum Pllakëz Box (4x45g) 180g/Pako 26    ,1.085,10
KAN050,Kandit Bonbone Mentol Lemon 42/100g     ,0.59,10
KAN051,Bombonjer Saga 215g/Pako 8              ,3.318,10
KAN052,Kandit Krem Banana 300g/Pako 15         ,1.382,10
KAN053,Kandi Extra 4Pack 120g /Pako 26         ,0.606,10
KAN054,Riki qokollada me oriz 200g 20%gra/P10  ,1.351,10
KAN055,Riki qokollada me oriz 100g 20%grat/P16 ,0.692,10
KAN056,Kandit Zele Neresci 100g/Pako 36        ,0.545,10
KAN057,Kandit Zele Naresci 200g/Pako 20        ,0.744,10
KAN058,Kandit Jelly me fruta 250g/P12          ,1.011,10
KAN059,Kandit Mini Choco Banana 150g/Pako 18   ,0.766,10
KAN060,Kandit Confettino me ngjyra 50g/P80     ,0.383,10
KAN061,Kandit Choco Banane (3x40x17g)/Pako 120 ,0.092,10
KAN062,Kandit Choco Banana 17g 2+1gratis/P14   ,0.183,10
KAN063,Bombona Bonko Frtuta Mix 100g/P30 Kandit,0.489,10
KAN064,Bombona Bonko Fruta Mix 350g/P12 Kandit ,1.595,10
KAN065,Bombona Bonko Vocne Karamele 100g/P24   ,0.489,10
KAN066,Bonbona Bonko Vocne Karamele 350g/P12   ,1.595,10
KAN067,Bombona Bonko Vishnje Karamele 100g/P24 ,0.526,10
KAN068,Bombona Bonko Karamel Lajthi 80g/Pako 24,0.489,10
KAN069,Bombona Bonko Magic Duo Karamel 100g/P24,0.489,10
KAN070,Qokollate Nugasso 90g/Pako 26 Kandit    ,0.66,10
KAN071,"Qokollate Kandi me Biskote, KANDIT 80g/P",0.87,10
KAN072,Qokollate Dragee Badem 200g/P12Kandit   ,2.819,10
KAN073,Kandit Çokollate Kandi Conffetino 25/100,1.05,10
KAN074,Kandit Çokollate Kandi me Qumesht 29/80g,0.82,10
KAN075,Qokollate Kakao per embelsira 950g/P9 Ka,5.636,10
KAN076,Rum Pllakez  2+1gratis/Pako 33          ,0.62,10
KAN077,Kandit Dragee Finest Collection 200g/P12,2.819,10
KAN078,Kandit Dragee Lajthi 200g/Pako 12       ,2.819,10
KAN079,Kandit Çokollate Kandi me Lajthi 2/80g  ,0.98,10
KAN080,Kandit Qokollata Tutti Frutti 100g/P25  ,0.702,10
KAN081,Mini Rum Pllakëz 182g/Pako 15           ,1.127,10
KAN082,Qokollate me Lajthi 200g Kandit/P12     ,1.415,10
KAN083,Qokollada me Lajthi 250g/Pako15         ,2.181,10
KAN084,Qokollada Tutti Fruti 250g Kandti/P15   ,2.181,10
KAN085,"Qokollate Kandi me Qumesht, KANDIT 220gP",2.31,10
KAN086,Qokollada per zierje 100g(20%gratis)/P24,0.66,10
KAN087,Kandit Milky Plus Qoko 90g/Pako 26      ,0.711,10
KAN088,Qokollate Kandit Goga 90g/P26           ,0.585,10
KAN089,Qokollate Kandit Dado 90g/P26           ,0.521,10
KAN090,Kandit Choco Banana cherry jelly 204g/12,0.957,10
KAN091,Kandit Qokollate Tutti Fruti 200g/P12   ,1.415,10
KAN092,Kandit Kandi Lajthi 96/(32x35g)         ,0.31,10
KAN093,Kandit Kandi Kikirik 96/(32x35g)        ,0.31,10
KAN094,Kandit Kandi Kokos 96/(32x30g)          ,0.31,10
KAN095,Kandit Kandi Extra 96/(32x30g)          ,0.31,10
KAN096,Kandit Çokollate Tutti Frutti 27/80g    ,0.98,10
KAN097,Kandi Lajthi (3 X32g) 2+1gratis /Pako12 ,0.404,10
KAN098,Kandi Kikirik (3x35g) 2+1 gratis/Pako12 ,0.404,10
KAN099,Kandi Kokos (3X30g) 2+1gratis/P42       ,0.404,10
KAN100,Kandi Extra (3X30g) 2+1 gratis/Pako12   ,0.404,10
